sep=	
Time	Channel1	Channel2
-0.025	-0.3779527559055118	-0.31496062992125984
-0.024900000000000002	-0.3779527559055118	-0.28346456692913385
-0.024800000000000003	-0.3464566929133858	-0.28346456692913385
-0.0247	-0.3779527559055118	-0.28346456692913385
-0.0246	-0.3779527559055118	-0.31496062992125984
-0.0245	-0.3779527559055118	-0.28346456692913385
-0.0244	-0.3779527559055118	-0.28346456692913385
-0.024300000000000002	-0.3779527559055118	-0.28346456692913385
-0.024200000000000003	-0.3779527559055118	-0.28346456692913385
-0.0241	-0.3779527559055118	-0.31496062992125984
-0.024	-0.3464566929133858	-0.28346456692913385
-0.0239	-0.3779527559055118	-0.28346456692913385
-0.0238	-0.3779527559055118	-0.28346456692913385
-0.023700000000000002	-0.3779527559055118	-0.28346456692913385
-0.0236	-0.3779527559055118	-0.28346456692913385
-0.0235	-0.3779527559055118	-0.31496062992125984
-0.0234	-0.3779527559055118	-0.28346456692913385
-0.0233	-0.3779527559055118	-0.31496062992125984
-0.023200000000000002	-0.3779527559055118	-0.28346456692913385
-0.023100000000000002	-0.3779527559055118	-0.31496062992125984
-0.023	-0.3779527559055118	-0.28346456692913385
-0.0229	-0.3779527559055118	-0.28346456692913385
-0.0228	-0.3779527559055118	-0.28346456692913385
-0.0227	-0.3779527559055118	-0.28346456692913385
-0.022600000000000002	-0.3779527559055118	-0.31496062992125984
-0.022500000000000003	-0.3779527559055118	-0.28346456692913385
-0.0224	-0.3779527559055118	-0.28346456692913385
-0.0223	-0.3779527559055118	-0.28346456692913385
-0.0222	-0.3779527559055118	-0.28346456692913385
-0.0221	-0.3779527559055118	-0.31496062992125984
-0.022000000000000002	-0.3779527559055118	-0.28346456692913385
-0.0219	-0.3779527559055118	-0.28346456692913385
-0.0218	-0.3779527559055118	-0.31496062992125984
-0.0217	-0.3779527559055118	-0.31496062992125984
-0.0216	-0.3779527559055118	-0.28346456692913385
-0.021500000000000002	-0.3779527559055118	-0.28346456692913385
-0.021400000000000002	-0.3779527559055118	-0.28346456692913385
-0.0213	-0.3779527559055118	-0.31496062992125984
-0.0212	-0.3779527559055118	-0.28346456692913385
-0.0211	-0.3779527559055118	-0.28346456692913385
-0.021	2.8976377952755907	3.0551181102362204
-0.020900000000000002	2.9291338582677167	3.0236220472440944
-0.020800000000000003	2.9606299212598426	3.0551181102362204
-0.0207	2.9606299212598426	3.0551181102362204
-0.0206	2.9606299212598426	3.0551181102362204
-0.0205	2.9606299212598426	3.0236220472440944
-0.0204	2.9606299212598426	3.0236220472440944
-0.020300000000000002	2.9606299212598426	3.0236220472440944
-0.020200000000000003	2.9606299212598426	3.0236220472440944
-0.0201	2.9606299212598426	3.0236220472440944
-0.02	2.9606299212598426	3.0551181102362204
-0.0199	2.9606299212598426	3.0551181102362204
-0.0198	2.9606299212598426	3.0236220472440944
-0.019700000000000002	2.9606299212598426	3.0236220472440944
-0.0196	2.9606299212598426	3.0236220472440944
-0.0195	2.9606299212598426	3.0236220472440944
-0.0194	2.9606299212598426	3.0236220472440944
-0.0193	2.9606299212598426	3.0551181102362204
-0.019200000000000002	2.9606299212598426	3.0236220472440944
-0.019100000000000002	2.9606299212598426	3.0236220472440944
-0.019	2.9606299212598426	3.0236220472440944
-0.0189	2.9606299212598426	3.0551181102362204
-0.0188	2.9606299212598426	3.0236220472440944
-0.0187	2.9921259842519685	-0.31496062992125984
-0.018600000000000002	2.9606299212598426	-0.28346456692913385
-0.018500000000000003	2.9606299212598426	-0.28346456692913385
-0.0184	2.9606299212598426	-0.28346456692913385
-0.0183	2.9606299212598426	-0.31496062992125984
-0.0182	2.9606299212598426	-0.31496062992125984
-0.0181	2.9606299212598426	-0.31496062992125984
-0.018000000000000002	2.9606299212598426	-0.31496062992125984
-0.0179	2.9606299212598426	-0.31496062992125984
-0.0178	2.9606299212598426	-0.31496062992125984
-0.0177	2.9606299212598426	-0.28346456692913385
-0.0176	2.9606299212598426	-0.31496062992125984
-0.0175	2.9606299212598426	-0.28346456692913385
-0.017400000000000002	2.9606299212598426	-0.31496062992125984
-0.0173	2.9606299212598426	-0.31496062992125984
-0.0172	2.9606299212598426	-0.31496062992125984
-0.0171	2.9606299212598426	-0.28346456692913385
-0.017	2.9606299212598426	-0.31496062992125984
-0.016900000000000002	2.9606299212598426	-0.31496062992125984
-0.016800000000000002	2.9606299212598426	-0.31496062992125984
-0.0167	2.9606299212598426	-0.31496062992125984
-0.0166	2.9606299212598426	-0.28346456692913385
-0.0165	2.9291338582677167	-0.31496062992125984
-0.0164	2.9606299212598426	-0.28346456692913385
-0.016300000000000002	2.9606299212598426	-0.28346456692913385
-0.0162	2.9606299212598426	-0.28346456692913385
-0.0161	2.9606299212598426	-0.31496062992125984
-0.016	2.9606299212598426	-0.31496062992125984
-0.0159	2.9606299212598426	-0.28346456692913385
-0.0158	2.9606299212598426	-0.28346456692913385
-0.015700000000000002	2.9606299212598426	-0.31496062992125984
-0.015600000000000001	2.9606299212598426	-0.31496062992125984
-0.0155	2.9606299212598426	-0.28346456692913385
-0.0154	2.9606299212598426	-0.31496062992125984
-0.015300000000000001	2.9606299212598426	-0.31496062992125984
-0.0152	2.9606299212598426	-0.28346456692913385
-0.0151	2.9606299212598426	-0.31496062992125984
-0.015000000000000001	2.9606299212598426	-0.31496062992125984
-0.0149	2.9606299212598426	-0.31496062992125984
-0.0148	2.9606299212598426	-0.31496062992125984
-0.014700000000000001	2.9606299212598426	-0.28346456692913385
-0.0146	2.9921259842519685	-0.31496062992125984
-0.0145	2.9606299212598426	-0.31496062992125984
-0.014400000000000001	2.9606299212598426	-0.28346456692913385
-0.0143	2.9606299212598426	-0.31496062992125984
-0.0142	2.9606299212598426	-0.28346456692913385
-0.014100000000000001	2.9606299212598426	-0.28346456692913385
-0.014	2.9606299212598426	-0.31496062992125984
-0.013900000000000001	2.9606299212598426	-0.28346456692913385
-0.013800000000000002	2.9606299212598426	-0.31496062992125984
-0.0137	2.9606299212598426	-0.31496062992125984
-0.013600000000000001	2.9606299212598426	-0.31496062992125984
-0.0135	2.9921259842519685	-0.28346456692913385
-0.0134	2.9606299212598426	-0.28346456692913385
-0.013300000000000001	2.9606299212598426	-0.31496062992125984
-0.0132	2.9606299212598426	-0.28346456692913385
-0.0131	2.9606299212598426	-0.31496062992125984
-0.013000000000000001	2.9606299212598426	-0.28346456692913385
-0.0129	2.9606299212598426	-0.31496062992125984
-0.0128	2.9606299212598426	-0.31496062992125984
-0.012700000000000001	2.9606299212598426	-0.28346456692913385
-0.0126	2.9606299212598426	-0.28346456692913385
-0.0125	2.9606299212598426	-0.28346456692913385
-0.012400000000000001	2.9606299212598426	-0.31496062992125984
-0.0123	2.9921259842519685	-0.31496062992125984
-0.0122	2.9606299212598426	-0.31496062992125984
-0.012100000000000001	2.9606299212598426	-0.28346456692913385
-0.012	2.9606299212598426	-0.28346456692913385
-0.0119	2.9606299212598426	-0.31496062992125984
-0.0118	2.9606299212598426	-0.28346456692913385
-0.0117	2.9606299212598426	-0.28346456692913385
-0.011600000000000001	2.9606299212598426	-0.28346456692913385
-0.0115	2.9606299212598426	-0.28346456692913385
-0.0114	2.9606299212598426	-0.31496062992125984
-0.011300000000000001	2.9606299212598426	-0.31496062992125984
-0.0112	2.9921259842519685	-0.28346456692913385
-0.0111	2.9606299212598426	-0.28346456692913385
-0.011000000000000001	2.9606299212598426	-0.28346456692913385
-0.0109	2.9606299212598426	-0.31496062992125984
-0.0108	2.9606299212598426	-0.31496062992125984
-0.010700000000000001	2.9606299212598426	-0.31496062992125984
-0.0106	2.9606299212598426	-0.28346456692913385
-0.0105	-0.3464566929133858	-0.31496062992125984
-0.010400000000000001	-0.3464566929133858	-0.31496062992125984
-0.0103	-0.3464566929133858	-0.28346456692913385
-0.0102	-0.3779527559055118	-0.31496062992125984
-0.010100000000000001	-0.3779527559055118	-0.28346456692913385
-0.01	-0.3464566929133858	-0.28346456692913385
-0.0099	-0.3779527559055118	-0.31496062992125984
-0.0098	-0.3464566929133858	-0.28346456692913385
-0.0097	-0.3779527559055118	-0.28346456692913385
-0.009600000000000001	-0.3779527559055118	-0.28346456692913385
-0.0095	-0.3464566929133858	-0.28346456692913385
-0.0094	-0.3464566929133858	-0.31496062992125984
-0.009300000000000001	-0.3779527559055118	-0.28346456692913385
-0.0092	-0.3779527559055118	-0.28346456692913385
-0.0091	-0.3779527559055118	-0.31496062992125984
-0.009000000000000001	-0.3779527559055118	-0.28346456692913385
-0.0089	-0.3779527559055118	-0.28346456692913385
-0.0088	-0.3464566929133858	-0.28346456692913385
-0.008700000000000001	-0.3779527559055118	-0.28346456692913385
-0.0086	-0.3779527559055118	-0.28346456692913385
-0.0085	-0.3779527559055118	-0.28346456692913385
-0.008400000000000001	-0.3779527559055118	-0.28346456692913385
-0.0083	-0.3779527559055118	-0.28346456692913385
-0.0082	-0.3779527559055118	-0.31496062992125984
-0.0081	-0.3779527559055118	-0.31496062992125984
-0.008	-0.3779527559055118	-0.31496062992125984
-0.0079	-0.3779527559055118	-0.28346456692913385
-0.0078000000000000005	-0.3779527559055118	-0.31496062992125984
-0.0077	-0.3779527559055118	-0.28346456692913385
-0.0076	-0.3779527559055118	-0.28346456692913385
-0.007500000000000001	-0.3779527559055118	-0.28346456692913385
-0.0074	-0.3779527559055118	-0.31496062992125984
-0.0073	-0.3779527559055118	-0.28346456692913385
-0.007200000000000001	-0.3779527559055118	-0.31496062992125984
-0.0071	-0.3779527559055118	-0.28346456692913385
